length_of_stay_days,pet_type,pet_age,size,shedding,coat_length,temperament,breed_type,adoption_fee,gender,is_mix,shots_up_to_date,spayed_neutered,hypoallergenic,housebroken,special_need,gets_along_with_cats,gets_along_with_dogs,gets_along_with_kids,courtesy_post,cross_post,litter,parent_of_litter,primary_breed,secondary_breed,third_breed,fourth_breed,bully_breed,popular_breed,bonded_pair,age_total_months,sentiment_score,record_type,subtype,had_medical
78,dog,young,medium,nan,nan,nan,nan,350,female,nan,yes,yes,no,yes,not sure,not sure,not sure,not sure,no,no,no,no,pit bull terrier,,,,no,no,no,57.0,0.0,,,no
17,dog,senior,small,nan,nan,nan,nan,250,female,no,yes,yes,yes,not sure,no,not sure,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,no,144.0,0.0,,,no
25,dog,senior,small,nan,nan,nan,nan,250,female,yes,yes,yes,yes,yes,yes,not sure,yes,yes,no,no,no,no,poodle (miniature),,,,no,no,no,155.0,0.0,,,no
14,dog,senior,small,nan,nan,nan,nan,465,female,no,yes,yes,not sure,no,not sure,not sure,yes,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,125.0,0.0,,,no
115,dog,senior,small,nan,nan,nan,nan,500,female,yes,yes,yes,no,yes,no,yes,yes,not sure,no,no,no,no,chihuahua,pomeranian,,,no,no,no,162.0,0.0,diagnosis,,yes
24,dog,adult,small,nan,nan,nan,nan,350,female,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,maltese,,,,no,no,no,82.0,0.0,,,no
24,dog,young,small,sheds a little,nan,nan,nan,730,female,yes,yes,yes,no,yes,not sure,yes,yes,not sure,yes,no,no,no,chihuahua,,,,no,no,yes,30.0,0.0,,,no
20,dog,adult,large,nan,nan,nan,nan,450,female,nan,yes,yes,no,yes,not sure,not sure,not sure,not sure,no,no,no,no,doberman pinscher,,,,no,no,no,68.0,0.0,,,no
8,dog,adult,large,nan,nan,nan,nan,350,female,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,german shepherd dog,,,,no,no,no,105.0,0.0,,,no
5,dog,young,medium,sheds a little,nan,nan,nan,300,female,nan,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,german shorthaired pointer,,,,no,no,no,17.0,0.0,,,no
8,dog,young,small,nan,nan,nan,nan,400,female,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,beagle,,,,no,yes,no,,0.0,,,no
57,dog,young,small,nan,nan,nan,nan,400,female,yes,yes,not sure,yes,not sure,yes,not sure,not sure,not sure,no,no,no,no,shih tzu,,,,no,no,no,67.0,0.0,,,no
54,dog,nan,nan,nan,nan,nan,nan,nan,female,yes,not sure,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,shih tzu,,,,no,no,no,42.0,0.0,,,no
53,dog,nan,nan,nan,nan,nan,nan,nan,male,yes,not sure,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,shih tzu,,,,no,no,no,42.0,0.0,,,no
0,dog,nan,nan,nan,nan,nan,nan,nan,female,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,shih tzu,,,,no,no,no,42.0,0.0,,,no
23,dog,adult,medium,sheds a lot,nan,nan,nan,425,female,nan,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,siberian husky,,,,no,no,no,29.0,0.0,,,no
107,dog,puppy,large,nan,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,yes,yes,yes,no,no,yes,no,american staffordshire terrier,labrador retriever,,,yes,yes,no,33.0,0.0,medications,,yes
47,dog,puppy,medium,nan,nan,nan,nan,450,male,no,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,33.0,0.0,,,no
76,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,33.0,0.0,,,no
45,dog,puppy,medium,nan,nan,nan,nan,450,male,no,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,33.0,0.0,,,no
130,dog,nan,large,nan,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,yes,yes,not sure,no,no,yes,no,american staffordshire terrier,labrador retriever,,,yes,yes,no,33.0,0.0,"diagnosis, diagnosis, medications",,yes
81,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,no,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,33.0,0.0,medications,,yes
44,dog,puppy,medium,nan,nan,nan,nan,450,male,no,yes,no,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,33.0,0.0,,,no
55,dog,puppy,medium,nan,nan,nan,nan,450,male,no,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,33.0,0.0,,,no
45,dog,puppy,medium,nan,nan,nan,nan,450,male,no,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,33.0,0.0,,,no
107,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,yes,yes,not sure,no,no,yes,no,american staffordshire terrier,labrador retriever,,,yes,yes,no,33.0,0.0,medications,,yes
129,dog,nan,large,nan,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,yes,yes,not sure,no,no,yes,no,american staffordshire terrier,labrador retriever,,,yes,yes,no,33.0,0.0,medications,,yes
126,dog,adult,small,nan,nan,nan,nan,650,female,no,yes,yes,yes,yes,not sure,not sure,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,yes,112.0,0.0,,,no
73,dog,adult,small,nan,nan,nan,nan,350,female,no,yes,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,yorkshire terrier,,,,no,yes,no,,0.0,"surgery/procedures, medications",dental prophylaxis,yes
84,dog,adult,small,nan,nan,nan,nan,300,female,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,miniature pinscher,,,,no,no,no,139.0,0.0,,,no
4,dog,puppy,small,not available,medium,nan,purebreed,450,female,no,yes,yes,yes,no,not sure,not sure,yes,not sure,no,no,yes,no,yorkshire terrier,,,,no,yes,no,97.0,0.0,,,no
4,dog,senior,medium,nan,nan,nan,nan,250,female,yes,yes,yes,no,not sure,not sure,not sure,yes,yes,no,no,no,no,cocker spaniel,shih tzu,,,no,no,no,176.0,0.0,,,no
43,dog,senior,small,nan,nan,nan,nan,nan,female,nan,yes,yes,no,yes,not sure,not sure,yes,not sure,no,no,no,no,dachshund,,,,no,yes,no,264.0,0.0,surgery/procedures,dental prophylaxis,yes
29,dog,young,medium,nan,nan,nan,nan,nan,female,nan,yes,yes,no,yes,no,no,no,no,yes,no,no,no,boxer,,,,no,no,no,66.0,0.0,,,no
314,dog,senior,small,nan,nan,nan,nan,250,male,yes,yes,yes,not sure,not sure,not sure,yes,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,139.0,0.0,"surgery/procedures, surgery/procedures","microchip implantation, dental prophylaxis",yes
34,dog,senior,small,nan,nan,nan,nan,350,male,no,yes,yes,yes,yes,yes,not sure,yes,no,no,no,no,no,poodle (miniature),,,,no,no,no,148.0,0.0,,,no
41,dog,puppy,small,nan,nan,nan,nan,450,male,yes,yes,yes,yes,no,not sure,not sure,yes,yes,no,no,no,no,maltese,yorkie,,,no,no,no,61.0,0.0,,,no
45,dog,adult,small,nan,short,nan,purebreed,nan,male,no,yes,yes,yes,no,no,not sure,yes,not sure,no,no,no,no,maltese,,,,no,no,no,144.0,0.0,,,no
93,dog,senior,small,sheds a little,nan,nan,nan,350,male,yes,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,poodles (all types),,,no,yes,no,112.0,0.0,surgery/procedures,other,yes
163,dog,puppy,medium,nan,nan,nan,nan,415,male,yes,yes,yes,no,no,no,not sure,yes,yes,no,no,no,no,pit bull terrier,,,,no,no,no,21.0,0.0,diagnosis,,yes
25,dog,senior,small,nan,nan,nan,nan,300,male,no,yes,yes,yes,no,no,not sure,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,no,,0.0,"surgery/procedures, surgery/procedures","dental prophylaxis, dental prophylaxis",yes
40,dog,young,small,nan,medium,nan,purebreed,475,male,no,yes,yes,yes,no,not sure,not sure,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,no,116.0,0.0,,,no
524,dog,adult,medium,nan,nan,nan,nan,265,male,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,boxer,,,,no,no,no,79.0,0.0,"surgery/procedures, surgery/procedures","mass removal, microchip implantation",yes
18,dog,senior,small,nan,nan,nan,nan,250,male,yes,yes,yes,no,yes,no,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,175.0,0.0,,,no
42,dog,puppy,small,nan,nan,nan,nan,450,male,no,yes,yes,no,not sure,yes,yes,yes,yes,yes,no,no,no,australian shepherd,,,,no,no,no,68.0,0.0,,,no
44,dog,senior,small,nan,nan,nan,nan,530,male,no,yes,yes,not sure,yes,not sure,not sure,not sure,not sure,yes,no,no,no,yorkshire terrier,,,,no,yes,yes,157.0,0.0,surgery/procedures,dental prophylaxis,yes
0,dog,senior,small,nan,medium,nan,purebreed,200,male,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,235.0,0.0,surgery/procedures,dental prophylaxis,yes
70,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,catahoula leopard dog,,,,no,no,no,25.0,0.0,,,no
95,dog,nan,large,nan,nan,nan,nan,400,female,yes,yes,yes,no,not sure,not sure,no,not sure,no,no,no,no,no,pit bull terrier,,,,no,no,no,66.0,0.0,,,no
68,dog,young,medium,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,pit bull terrier,,,,no,no,no,31.0,0.0,diagnosis,,yes
105,dog,puppy,large,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,31 flavors mixes,,,,no,no,no,27.0,0.0,,,no
34,dog,adult,x-large,nan,nan,nan,nan,450,female,no,yes,yes,no,not sure,yes,yes,yes,yes,no,no,no,no,mastiff,,,,no,no,no,87.0,0.0,"medications, surgery/procedures, surgery/procedures, diagnosis, surgery/procedures","other, other, other",yes
25,dog,young,medium,sheds a lot,nan,nan,nan,tbd,male,nan,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,english bulldog,,,,no,no,no,29.0,0.0,,,no
17,dog,young,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,not sure,yes,not sure,yes,yes,no,no,no,no,corgi,labrador retriever,,,no,yes,no,55.0,0.0,,,no
115,dog,senior,small,nan,nan,nan,nan,500,male,yes,yes,yes,no,yes,no,yes,yes,not sure,no,no,no,no,chihuahua,pomeranian,,,no,no,no,164.0,0.0,,,no
19,dog,young,large,nan,nan,nan,nan,350,male,yes,yes,yes,no,not sure,yes,not sure,yes,yes,no,no,no,no,shepherds (all types),,,,no,no,no,62.0,0.0,"medications, diagnosis",,yes
28,dog,adult,small,nan,nan,nan,nan,365,male,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,bichon frise,,,,no,no,no,126.0,0.0,surgery/procedures,dental prophylaxis,yes
7,dog,puppy,small,nan,nan,nan,nan,450,male,nan,yes,yes,no,yes,not sure,no,yes,no,no,no,no,no,jack russell terrier,,,,no,no,no,52.0,0.0,,,no
0,dog,young,small,sheds a little,short,nan,mixed,350,male,yes,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,109.0,0.0,,,no
26,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,vizsla,,,,no,no,no,30.0,0.0,surgery/procedures,other,yes
130,dog,senior,small,sheds a little,nan,nan,nan,275,male,yes,yes,yes,no,not sure,yes,not sure,yes,not sure,no,no,no,no,silky terrier,yorkie,,,no,no,no,146.0,0.0,surgery/procedures,dental prophylaxis,yes
19,dog,adult,small,nan,nan,nan,nan,nan,female,nan,yes,yes,no,not sure,not sure,not sure,yes,yes,no,no,no,no,french bulldog,,,,no,yes,no,,0.0,surgery/procedures,dental prophylaxis,yes
26,dog,senior,small,no shedding,nan,nan,nan,300,male,no,yes,no,yes,no,not sure,not sure,not sure,not sure,no,no,no,no,shih tzu,,,,no,no,no,157.0,0.0,"medications, surgery/procedures",dental prophylaxis,yes
47,dog,adult,medium,nan,nan,nan,nan,nan,female,yes,not sure,yes,no,not sure,not sure,yes,not sure,not sure,no,no,no,no,german shorthaired pointer,terriers (medium),,,no,no,no,94.0,0.0,,,no
62,dog,adult,small,nan,nan,nan,nan,300,male,yes,yes,yes,no,yes,no,yes,yes,not sure,no,no,no,no,jack russell terrier,beagle,,,no,yes,no,107.0,0.0,surgery/procedures,dental prophylaxis,yes
13,dog,adult,small,no shedding,nan,nan,nan,385,female,nan,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,maltese,,,,no,no,no,80.0,0.0,"medications, surgery/procedures",dental prophylaxis,yes
92,dog,adult,small,sheds a little,short,nan,purebreed,350,male,no,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,143.0,0.0,,,no
21,dog,puppy,medium,nan,nan,nan,nan,400,female,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,boxer,,,,no,no,no,69.0,0.0,,,no
30,dog,young,large,nan,nan,nan,nan,350,male,no,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,collie,,,,no,no,no,67.0,0.0,,,no
324,dog,adult,medium,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,boxer,staffordshire bull terrier,,,yes,no,no,89.0,0.0,"medications, medications",,yes
47,dog,adult,large,nan,nan,nan,nan,365,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,cane corso,,,,yes,no,no,61.0,0.0,,,no
39,dog,puppy,large,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,cane corso,,,,yes,no,no,27.0,0.0,,,no
22,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,cane corso,,,,yes,no,no,27.0,0.0,,,no
22,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,cane corso,,,,yes,no,no,27.0,0.0,,,no
31,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,no,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,cane corso,,,,yes,no,no,27.0,0.0,,,no
29,dog,puppy,large,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,cane corso,,,,yes,no,no,27.0,0.0,,,no
23,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,cane corso,,,,yes,no,no,27.0,0.0,,,no
20,dog,puppy,medium,sheds a lot,short,nan,mixed,450,male,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,no,no,pit bull terrier,,,,no,no,no,94.0,0.0,,,no
33,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,catahoula leopard dog,,,,no,no,no,25.0,0.0,,,no
20,dog,puppy,medium,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,catahoula leopard dog,,,,no,no,no,25.0,0.0,,,no
15,dog,puppy,medium,sheds a little,nan,nan,nan,465,female,yes,yes,yes,no,not sure,no,not sure,not sure,not sure,no,no,yes,no,catahoula leopard dog,,,,no,no,no,25.0,0.0,,,no
3,dog,puppy,large,sheds a little,nan,puppy,nan,465,female,yes,no,yes,no,not sure,not sure,not sure,yes,yes,no,no,no,no,pit bull terrier,cane corso,,,yes,no,no,18.0,0.0,"diagnosis, diagnosis",,yes
29,dog,young,large,nan,nan,calm demeanor,nan,400,male,no,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,pit bull terrier,blue nose pitbull,,,no,no,no,48.0,0.30000000000000004,,,no
37,dog,adult,small,nan,nan,nan,nan,300,female,no,yes,yes,yes,yes,no,not sure,yes,not sure,no,no,no,no,lhasa apso,,,,no,no,no,128.0,0.0,,,no
50,dog,puppy,medium,not available,short,puppy,purebreed,350,male,yes,yes,yes,no,no,no,not sure,yes,yes,no,no,no,no,pit bull terrier,,,,no,no,no,90.0,0.0,,,no
104,dog,puppy,medium,nan,nan,nan,nan,400,male,no,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,no,no,bluetick coonhound,,,,no,no,no,82.0,0.0,diagnosis,,yes
12,dog,young,large,nan,nan,nan,nan,nan,male,no,yes,yes,no,yes,not sure,yes,yes,yes,yes,no,no,no,american bulldog,,,,yes,no,no,67.0,0.0,,,no
62,dog,puppy,medium,nan,nan,nan,nan,565,female,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,bluetick coonhound,,,,no,no,no,29.0,0.0,,,no
61,dog,puppy,nan,nan,nan,nan,nan,565,female,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,bluetick coonhound,,,,no,no,no,29.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,565,female,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,bluetick coonhound,,,,no,no,no,29.0,0.0,,,no
75,dog,puppy,medium,nan,nan,nan,nan,565,female,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,bluetick coonhound,,,,no,no,no,29.0,0.0,,,no
25,dog,adult,small,nan,nan,nan,nan,300,male,no,yes,yes,yes,not sure,no,not sure,yes,no,no,no,no,no,yorkshire terrier,,,,no,yes,no,135.0,0.0,,,no
78,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,yes,no,not sure,yes,no,no,no,no,no,shepherds (all types),,,,no,no,no,62.0,0.0,,,no
207,dog,adult,large,nan,nan,nan,nan,315,male,no,yes,yes,not sure,yes,not sure,not sure,not sure,not sure,yes,no,no,no,boxer,,,,no,no,no,94.0,0.0,surgery/procedures,dental prophylaxis,yes
50,dog,adult,medium,sheds a little,short,nan,mixed,350,male,yes,yes,yes,no,yes,not sure,no,not sure,yes,no,no,no,no,boxer,english bulldog,,,no,no,no,130.0,0.0,,,no
66,dog,adult,medium,nan,nan,nan,nan,300,male,no,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,american bulldog,,,,yes,no,no,113.0,0.0,,,no
33,dog,puppy,small,sheds a little,nan,nan,nan,465,male,yes,yes,yes,no,yes,no,not sure,not sure,not sure,no,no,no,no,chihuahua,dachshund,chiweenie,,no,yes,no,21.0,0.0,,,no
59,dog,senior,small,no shedding,nan,nan,nan,300,male,no,yes,yes,yes,yes,yes,yes,yes,not sure,no,no,no,no,toy poodle,,,,no,no,no,152.0,0.0,surgery/procedures,dental prophylaxis,yes
68,dog,senior,small,no shedding,nan,nan,nan,225,male,no,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,maltese,,,,no,no,no,160.0,0.0,,,no
55,dog,senior,small,nan,nan,nan,nan,250,male,yes,yes,yes,yes,no,no,not sure,no,no,no,no,no,no,poodle (miniature),,,,no,no,no,196.0,0.0,"surgery/procedures, surgery/procedures","medications, dental prophylaxis",yes
20,dog,young,medium,sheds a little,nan,nan,nan,tbd,female,nan,yes,no,no,yes,not sure,not sure,yes,yes,no,no,no,no,english bulldog,,,,no,no,no,40.0,0.0,"medications, medications, medications",,yes
16,dog,adult,small,nan,short,nan,purebreed,375,female,no,yes,yes,yes,yes,not sure,not sure,yes,yes,no,no,no,no,bichon frise,,,,no,no,no,188.0,0.0,,,no
11,dog,young,small,sheds a little,nan,nan,nan,415,male,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,shih tzu,,,,no,no,no,78.0,0.0,,,no
8,dog,adult,medium,nan,nan,nan,nan,415,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,golden retriever,,,,no,yes,no,40.0,0.0,,,no
66,dog,puppy,medium,sheds a lot,nan,nan,nan,465,female,nan,yes,yes,no,yes,no,not sure,yes,yes,no,no,yes,no,border collie,,,,no,no,no,19.0,0.0,,,no
33,dog,puppy,medium,sheds a lot,nan,nan,nan,465,male,nan,yes,yes,no,not sure,no,not sure,not sure,not sure,no,no,yes,no,border collie,,,,no,no,no,19.0,0.0,,,no
38,dog,puppy,medium,sheds a lot,nan,nan,nan,465,female,nan,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,border collie,,,,no,no,no,19.0,0.0,,,no
28,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,not sure,no,yes,yes,yes,no,no,yes,no,border collie,labrador retriever,,,no,yes,no,56.0,0.0,,,no
9,dog,puppy,medium,sheds a little,nan,nan,nan,465,female,nan,yes,yes,no,not sure,no,not sure,not sure,not sure,no,no,yes,no,border collie,,,,no,no,no,19.0,0.0,,,no
67,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,not sure,no,yes,yes,yes,no,no,yes,no,border collie,labrador retriever,,,no,yes,no,56.0,0.0,,,no
67,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,not sure,no,yes,yes,yes,no,no,yes,no,border collie,labrador retriever,,,no,yes,no,56.0,0.0,,,no
23,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,border collie,,,,no,no,no,65.0,0.0,,,no
51,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,border collie,,,,no,no,no,65.0,0.0,,,no
23,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,border collie,,,,no,no,no,65.0,0.0,,,no
17,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,border collie,,,,no,no,no,65.0,0.0,,,no
16,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,border collie,,,,no,no,no,65.0,0.0,,,no
15,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,border collie,,,,no,no,no,65.0,0.0,,,no
26,dog,young,large,nan,nan,nan,nan,400,male,no,yes,yes,no,not sure,no,no,no,yes,no,no,no,no,german shepherd dog,,,,no,no,no,77.0,0.0,,,no
46,dog,young,medium,nan,nan,nan,nan,350,male,nan,yes,yes,no,yes,not sure,not sure,yes,yes,yes,no,no,no,american bulldog,,,,yes,no,no,55.0,0.0,,,no
18,dog,adult,small,nan,nan,nan,nan,350,male,no,yes,yes,yes,yes,not sure,not sure,yes,yes,no,no,no,no,havanese,,,,no,no,no,151.0,0.0,surgery/procedures,dental prophylaxis,yes
48,dog,adult,small,nan,nan,nan,nan,400,male,yes,yes,yes,yes,yes,not sure,yes,yes,yes,no,no,no,no,yorkshire terrier,,,,no,yes,no,72.0,0.0,,,no
17,dog,puppy,medium,nan,nan,nan,nan,615,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,corgi,,,no,no,no,24.0,0.0,,,no
66,dog,senior,small,nan,nan,nan,nan,200,male,nan,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,193.0,0.0,,,no
23,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,boxer,labrador retriever,,,no,yes,no,70.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,boxer,bulldog,,,no,yes,no,70.0,0.0,,,no
18,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,boxer,pit bull terrier,,,no,no,no,70.0,0.0,,,no
59,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,boxer,bulldog,,,no,yes,no,70.0,0.0,,,no
11,dog,senior,small,nan,nan,nan,nan,250,female,no,yes,yes,yes,no,not sure,yes,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,no,174.0,0.0,,,no
78,dog,young,medium,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,yes,not sure,yes,yes,no,no,no,no,german shepherd dog,whippet,,,no,no,no,74.0,0.0,,,no
140,dog,senior,small,no shedding,nan,nan,nan,265,female,no,yes,yes,yes,not sure,not sure,not sure,yes,not sure,no,no,no,no,maltese,,,,no,no,no,160.0,0.0,"medications, surgery/procedures",mass removal,yes
25,dog,puppy,medium,sheds a little,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,yes,not sure,no,no,no,no,pit bull terrier,,,,no,no,no,27.0,0.0,,,no
80,dog,puppy,small,not available,short,nan,mixed,450,male,yes,yes,yes,not sure,no,not sure,not sure,yes,not sure,no,no,no,no,yorkshire terrier,terrier (unknown type,,,no,yes,no,88.0,0.0,,,no
60,dog,adult,large,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,boxer,,,,no,no,no,60.0,0.0,,,no
19,dog,puppy,large,nan,nan,nan,nan,450,female,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,38.0,0.0,,,no
19,dog,puppy,large,nan,nan,nan,nan,450,female,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,american pit bull terrier,,,,yes,no,no,38.0,0.0,,,no
